,id,diaSemana,arribo,inicioAtencionCaja,finPedido,finPago,metodoPago,observacion
458,hw79ZxfuAOTPNMndFzen,domingo,13:37:24.046000,"13:37:27,867","13:37:46,014","13:37:53,970",efectivo,
579,vCRDno3o3uVnPgLXdIxA,domingo,13:04:56.233000,"13:08:29,626","13:08:42,499","13:13:02,921",Tarjeta,Fallo datafono
577,uijq6ANOfHCsdyMQU7z7,domingo,14:42:10.761000,"14:49:20,876","14:50:05,064","14:50:30,066",efectivo,
462,iW3rWe9QKgeOIkiV20Dg,domingo,13:46:56.663000,"13:52:21,784","13:52:33,180","13:52:57,050",efectivo,
576,uWNgnY8Yclp7Eyd484YE,domingo,14:51:51.026000,"14:59:50,494","15:00:02,826","15:00:09,744",efectivo,
574,uIpEy7SQnCUjibQZNG3u,domingo,14:13:48.784000,"14:18:21,311","14:18:30,069","14:19:05,205",efectivo,
463,iotpJmFvk9uRsyPfwmp6,domingo,13:12:42.081000,"13:15:00,773","13:15:08,282","13:15:21,112",efectivo,
464,ipz5njJboVDMvakhQoJB,domingo,11:33:13.580000,"11:36:33,368","11:36:39,583","11:36:49,271",Tarjeta,Se coló a la anterior por la confusión en la fila
466,j3jessTow1t8IquCFk0x,domingo,12:10:49.788000,"12:11:10,867","12:12:45,051","12:12:59,482",efectivo,
471,jbCdVL0eUpAraVHdqYnM,domingo,11:54:26.253000,"11:55:40,913","11:55:54,917","11:56:57,156",efectivo,
493,llYIofjVVQK3a9A02e0A,domingo,14:48:04.169000,"14:57:01,593","14:57:30,192","14:57:37,417",Tarjeta,
563,tN6C4WpzkkeovEabwwEM,domingo,13:57:59.147000,"14:03:01,814","14:03:22,965","14:03:34,086",efectivo,
472,jszGRWHxiHBL2t0gUmVo,domingo,13:30:57.515000,"13:34:23,348","13:34:30,933","13:34:57,822",efectivo,
473,juL9mEiOovWXpR0LFNTm,domingo,13:20:43.188000,"13:23:47,958","13:24:17,555","13:24:57,631",efectivo,
561,tJ0VgEJAhoxGJQaJT5xM,domingo,14:50:00.221000,"14:59:02,188","14:59:18,830","14:59:21,919",efectivo,
560,tCBHbihZN6AMBeWqAwzg,domingo,11:33:03.190000,"11:36:50,952","11:36:58,092","11:37:09,108",Tarjeta,La cajera esta en cocina
481,ksdfQgybGNZ1yTRJNd2G,domingo,13:03:33.822000,"13:03:35,070","13:03:50,682","13:04:07,323",Tarjeta,
484,l4bLuYhDYSrVxFAL1WHY,domingo,13:11:59.444000,"13:17:10,925","13:17:16,380","13:17:22,924",Tarjeta,
554,sfDi2byj3gN9RfVJYNaC,domingo,14:18:14.540000,"14:19:24,476","14:19:34,251","14:19:54,926",efectivo,
486,lDVSxHmhy1IZ9uNEATJy,domingo,12:01:46.338000,"12:02:32,365","12:03:02,614","12:03:48,438",efectivo,
487,lJ4FEZgIBsvrw2D61pFp,domingo,14:15:31.142000,"14:17:24,356","14:17:29,196","14:17:42,312",efectivo,
488,lRC2NJXs84RVFZgSv3F2,domingo,14:59:32.317000,"15:08:31,510","15:08:41,968","15:09:10,209",efectivo,
489,lS3GaXyqoC5iPY8hP4BD,domingo,11:59:11.380000,"12:00:35,991","12:01:00,302","12:01:12,866",Tarjeta,
491,lVnJFz1Qu70EGDnY66Uo,domingo,11:31:15.313000,"11:31:34,306","11:31:40,215","11:32:08,620",bono,
564,tST82oOpPJgv8ZTPegoY,domingo,13:59:30.440000,"14:03:35,597","14:04:04,109","14:04:16,483",efectivo,
0,01pl4oWSaGY9q2e9taTv,domingo,14:59:10.265000,"15:07:32,584","15:07:43,999","15:08:29,004",efectivo,
422,ewiAsJKf48u8hJYaKZwb,domingo,14:18:03.602000,"14:18:27,052","14:19:06,593","14:19:19,814",efectivo,
116,C1uZG5h9UWYKn3fR3smT,domingo,13:37:58.677000,"13:38:01,914","13:38:18,329","13:38:23,333",Tarjeta,
142,DmomA6Z3wjQISa97Wo3N,domingo,14:23:37.024000,"14:29:17,168","14:29:29,831","14:29:47,086",Tarjeta,
141,DgvnEIEZ1V2qzxORdGql,domingo,13:40:33.025000,"13:41:40,939","13:42:03,165","13:42:11,691",Tarjeta,
139,DVJ8WpCiA6QrR27BZtA2,domingo,14:19:48.951000,"14:20:34,660","14:20:57,062","14:21:24,127",efectivo,
136,DO22vLufxMJBep1oNat0,domingo,13:06:46.161000,"13:12:35,202","13:12:47,559","13:12:56,066",efectivo,
134,DAG9S6ko6p39LbIRjUAx,domingo,14:06:03.298000,"14:08:45,744","14:08:48,802","14:09:09,466",efectivo,
131,CwpKe5o5gbkeYPJ1MGEd,domingo,11:59:08.954000,"11:59:48,271","12:00:04,825","12:00:33,668",Tarjeta,
130,Ct0cxmyiMuw9VpWXSFz6,domingo,13:17:29.561000,"13:20:57,934","13:21:36,114","13:21:57,076",efectivo,
124,CWJASgQv9aObSwVP6Lw1,domingo,13:07:01.442000,"13:15:55,020","13:16:06,277","13:16:21,008",efectivo,
123,CWCpIzXK3K8QiVpXADju,domingo,14:43:37.647000,"14:47:57,182","14:48:05,557","14:48:34,332",Tarjeta,
119,C9yeqc9OJU79cVkj181X,domingo,12:51:55.121000,"12:54:19,293","12:54:38,915","12:54:44,924",efectivo,
112,BaHK28AElqWe95Q4MUXi,domingo,13:18:46.665000,"13:21:58,796","13:22:54,666","13:23:26,523",Tarjeta,
90,96MjEGaBxjclHeSFMd5D,domingo,14:39:43.762000,"14:44:48,623","14:44:57,808","14:46:36,453",Tarjeta,"Fallo lectura de bono, toco tarjeta"
110,BPmQVychbHdvMNkUMOwD,domingo,13:29:08.892000,"13:32:51,336","13:32:57,579","13:33:32,027",efectivo,Dos pagos aparte
108,BIHFKc5XfWmxvFBry8iP,domingo,12:49:39.158000,"12:51:14,195","12:51:18,236","12:57:28,394",Tarjeta,"Esta fallando la tarjeta, han intentado varias veces. Ahora parece fallo del datafono"
106,AeAbJrIZ5oNtKkTwFip5,domingo,14:53:47.126000,"14:59:50,412","15:00:28,657","15:01:25,069",Tarjeta,Fallo datafono
103,APUjj4jHLIB7TXZulY6I,domingo,11:29:22.781000,"11:30:26,129","11:31:13,069","11:31:31,920",efectivo,
99,A3z9zGkSLJ8A3VbSOqcT,domingo,12:39:52.038000,"12:40:22,626","12:40:41,606","12:41:21,056",Tarjeta,
98,A1bcDVVy1cYjbfqYIBkr,domingo,14:45:42.268000,"14:51:39,044","14:52:43,307","14:53:25,898",efectivo,
97,9uJicsBqOCPUIWbBtsEb,domingo,13:45:15.122000,"13:45:52,227","13:46:45,838","13:47:16,241",Tarjeta,
95,9eVoaTkyIvxaeV2EqCMI,domingo,13:14:46.439000,"13:18:37,277","13:18:52,743","13:19:18,201",bono,
93,9bXiPTZPGDBMV6JwSvIX,domingo,14:38:29.657000,"14:43:41,773","14:44:38,509","14:44:41,705",Tarjeta,
92,9I2ZgmrNfv4rWsccsnci,domingo,13:34:29.059000,"13:36:03,421","13:36:21,827","13:36:45,509",Tarjeta,
144,Dtf3WIHvGcONpG8MUwLz,domingo,13:14:25.728000,"13:16:34,043","13:16:51,834","13:17:05,082",efectivo,
147,EMeaAAJzqCTacX4crTOj,domingo,14:35:24.127000,"14:41:20,609","14:41:41,520","14:42:18,889",efectivo,
155,EfhF1RQJzvdcBYT5GN7m,domingo,13:46:12.262000,"13:48:10,186","13:48:32,636","13:48:36,223",efectivo,
158,FEc3kh9uHAIqqhRLNmKs,domingo,13:54:05.519000,"13:56:46,638","13:57:04,139","13:57:15,859",Tarjeta,
205,IoL32SdKnhuuSNX9QrqS,domingo,14:04:58.150000,"14:07:23,547","14:07:28,980","14:07:48,323",efectivo,
203,Ic8LtfORNSwXVFMaJX2V,domingo,14:44:32.912000,"14:51:08,360","14:51:13,167","14:51:32,580",efectivo,
201,IRXidMQ8qZgk7OeH1QHa,domingo,11:48:33.512000,"11:49:56,941","11:50:02,142","11:50:09,034",efectivo,
200,IHz8wzYE0Zdteq8mWLTG,domingo,13:49:35.330000,"13:51:57,605","13:52:34,296","13:53:07,974",Tarjeta,
199,IFP1W28kuC4LDaXz4bXn,domingo,13:06:49.406000,"13:13:25,074","13:13:33,596","13:13:44,965",efectivo,
198,ICU3plhv46wsFqftvLG8,domingo,13:53:28.529000,"14:01:21,710","14:01:26,386","14:01:38,886",Tarjeta,
191,HowI24SQxFJd8BDLnT7l,domingo,13:52:08.846000,"13:54:29,659","13:54:58,499","13:55:29,660",Tarjeta,
190,HomS57qgMeBHKaP8NSUn,domingo,11:42:57.816000,"11:42:59,089","11:43:07,132","11:44:09,335",Tarjeta,
185,HFfkm5n9DBeIND3qfLrg,domingo,13:34:34.211000,"13:36:54,619","13:37:04,482","13:37:18,859",Tarjeta,
184,HEYjpFbqzR4XnKuBkunS,domingo,13:05:00.438000,"13:10:52,276","13:11:00,445","13:11:09,744",efectivo,
182,H2yJN5zUxfhjUbdERRYg,domingo,12:48:00.385000,"12:48:16,714","12:49:49,163","12:49:51,313",efectivo,
180,GsjGkFiLRBjT4XXFnDU7,domingo,14:29:57.961000,"14:40:02,319","14:40:16,917","14:40:31,408",efectivo,
178,GgrvvDElWBLoYDbkOiWT,domingo,13:24:05.380000,"13:25:39,503","13:25:44,794","13:25:47,581",efectivo,
175,GR3FPB9n31cjH7mDvktS,domingo,14:46:17.029000,"14:53:40,155","14:53:46,987","14:53:58,350",efectivo,
173,GGVdKISSZNLrPx3OHJXm,domingo,14:41:48.413000,"14:48:43,960","14:48:52,186","14:49:16,349",efectivo,
170,Fv71rpDwyxS4kVjw6NFM,domingo,11:48:06.217000,"11:49:30,319","11:49:42,761","11:49:52,903",efectivo,
169,FqqGOcrc60x6L5JJyz06,domingo,14:26:28.691000,"14:32:22,937","14:32:50,892","14:33:34,392",Tarjeta,
167,FigmmO8wlWmvH5KJltKO,domingo,14:32:56.118000,"14:39:46,333","14:39:53,956","14:40:17,329",efectivo,
165,FduCaLMcJiKat9Vm80fn,domingo,13:40:30.760000,"13:41:10,683","13:41:24,943","13:41:36,308",Tarjeta,
164,FUAo7v2j8CFEctOwgxm6,domingo,12:44:08.203000,"12:44:29,955","12:45:31,251","12:45:42,928",efectivo,
162,FPWGpMP5k3waN27TJ4GR,domingo,13:16:30.553000,"13:17:10,132","13:17:22,618","13:17:28,152",efectivo,
91,9E13lACJuBzFxqBpkPkp,domingo,14:11:15.071000,"14:12:58,356","14:13:18,748","14:14:11,239",efectivo,
89,92nEH8mheoTyRgeE6Dw7,domingo,12:46:47.132000,"12:47:17,246","12:47:21,340","12:47:35,893",efectivo,
208,J9LuVb1ZSMKeJp2AuLKm,domingo,11:27:58.982000,"11:29:37,178","11:29:45,790","11:30:23,404",Tarjeta,Hay dos en caja
18,1OQsJ83tbjXtzJv0UaBY,domingo,14:15:01.982000,"14:15:54,376","14:16:54,060","14:17:18,276",Tarjeta,
40,3LwNP3BoLMY3MAqhocze,domingo,12:01:16.929000,"12:01:22,218","12:01:44,556","12:02:27,217",Tarjeta,
37,335UR5LLvtP77ZByUG9C,domingo,14:38:47.829000,"14:44:48,122","14:44:59,026","14:45:19,663",efectivo,
32,2UvvLBsDTyS9WUDnzswV,domingo,13:10:54.767000,"13:13:58,121","13:14:04,662","13:14:28,631",Tarjeta,
29,2KcHBQngP3ra4VGlejCB,domingo,13:38:12.273000,"13:40:34,090","13:40:56,931","13:40:58,194",efectivo,Me asusté con el globo que explotó 
28,25E6jzcXaF1rljsF8PmL,domingo,12:19:54.626000,"12:20:41,505","12:21:05,434","12:21:25,895",efectivo,
27,22KmRDFVfx6Njpis6V7f,domingo,12:18:42.771000,"12:20:01,882","12:20:32,985","12:20:37,023",efectivo,
26,22KKFosk9n9BiptiN1o4,domingo,14:49:29.136000,"14:57:44,773","14:58:13,958","14:58:33,670",Tarjeta,
25,1zUkNUQICkejBvHmNMeh,domingo,14:23:15.048000,"14:23:36,133","14:23:51,148","14:24:02,769",efectivo,
21,1lU0vWoCD3kMsmo9T0xE,domingo,14:47:31.805000,"14:54:27,675","14:54:58,224","14:55:37,846",efectivo,
20,1iIV8uOSYLiNAuPNzYcG,domingo,12:44:55.416000,"12:45:29,627","12:46:21,984","12:46:58,186",efectivo,
16,1C4dmoT79F5cVlfuhLSB,domingo,13:47:30.943000,"13:52:59,033","13:53:14,695","13:53:18,302",efectivo,
88,8uaZXaEWB8v5pOYDcUBo,domingo,13:50:07.399000,"13:53:13,279","13:53:41,154","13:53:57,923",efectivo,
15,1BZm9v4e9CuhHVMLia1s,domingo,13:37:39.962000,"13:39:42,144","13:40:10,787","13:40:25,589",Tarjeta,
13,0zgCGZK0nPUupXciwqBw,domingo,15:01:17.338000,"15:09:36,084","15:09:50,746","15:21:13,753",Tarjeta,"Datáfono fallo, no pudieron pagar, continuara… se fueron a retirar y separaron la caja en dos, datafono y efectivo"
11,0p4HsetcIPIMatEltAM4,domingo,12:09:06.957000,"12:10:44,196","12:10:54,449","12:11:02,626",efectivo,
9,0lPIrs6wAmdkPSFq56Le,domingo,12:05:08.331000,"12:06:34,376","12:06:40,204","12:06:54,551",efectivo,
8,0XcsNZybzSsdMHzwp64s,domingo,14:46:54.357000,"14:54:02,515","14:54:07,839","14:54:24,998",Tarjeta,
7,0V4YFp8cRlfaIm0By4Ya,domingo,14:11:04.662000,"14:11:17,067","14:11:44,555","14:12:08,974",efectivo,
6,0NLRtZ2bBgv9tsW9CMoF,domingo,14:09:34.832000,"14:09:41,035","14:10:01,775","14:10:04,120",efectivo,
5,0N8qc4zVjxnNlhDYoD1K,domingo,13:34:27.499000,"13:34:30,812","13:35:34,541","13:35:58,580",Tarjeta,
4,0E4WNPjAAIqYcqW23EBo,domingo,13:24:11.787000,"13:25:04,147","13:25:29,616","13:25:39,428",Tarjeta,
2,042KP7Ctbl7lqjiCZV9h,domingo,14:19:53,"14:21:27,748","14:22:32,383","14:22:47,318",efectivo,
43,3R6BZPnZt1G0n8C8V8HC,domingo,13:04:27.537000,"13:07:58,410","13:08:07,490","13:08:27,715",efectivo,
45,3ZQWnQ8dn7yJZQxXGiHK,domingo,14:57:33.979000,"15:06:03,390","15:06:22,880","15:06:32,153",efectivo,
46,3dFJ5SKZ0JtpOIyzn7l9,domingo,11:39:02.989000,"11:40:12,191","11:40:59,634","11:41:07,246",efectivo,
47,3oZynHJsbBEGo1Cb8ebC,domingo,12:29:56.599000,"12:32:07,321","12:32:38,977","12:33:08,827",efectivo,
87,8r2Cagpg2cIQLcbP3SYP,domingo,13:22:10.778000,"13:24:37,568","13:24:57,874","13:25:02,776",efectivo,
86,8ooLDLT1TKB6SkkeVfkh,domingo,13:03:37.010000,"13:05:39,463","13:06:07,365","13:06:23,235",efectivo,
83,8cnX8iAgebssNfRcTKe2,domingo,14:13:35.169000,"14:16:19,134","14:16:40,820","14:17:00,534",efectivo,
82,8bA566WkTjlf90vG0QCN,domingo,14:44:44.358000,"14:48:36,549","14:49:00,397","14:49:46,617",Tarjeta,
77,8063LKbevIUfRosuprnz,domingo,14:41:40.098000,"14:46:37,728","14:46:55,270","14:47:17,934",efectivo,
76,7wtbH4GPYE8QwaRmskcl,domingo,11:43:04.988000,"11:44:11,303","11:44:37,398","11:45:02,224",efectivo,
75,7vLI3uz51xmG57rRG2i0,domingo,14:01:53.291000,"14:04:37,488","14:04:42,983","14:05:25,636",Tarjeta,
70,7OG1rcnUuvzh0bUuFTAh,domingo,13:47:21.889000,"13:47:23,978","13:48:00,384","13:48:05,070",Tarjeta,
69,7MrOsXxVsYvFddmuzsaJ,domingo,13:43:01.492000,"13:43:16,490","13:43:55,507","13:44:44,784",efectivo,
66,6oku2KKPZZ1e5MnaQM1o,domingo,12:40:41.324000,"12:40:44,273","12:40:56,558","12:41:09,468",Tarjeta,
65,6kT0L0jRuloVIFBxaBMk,domingo,14:23:15.450000,"14:28:17,831","14:28:25,278","14:29:11,103",Tarjeta,
64,6hY4wKAYQaey3MXnssAU,domingo,14:26:05.667000,"14:32:52,896","14:33:41,382","14:34:00,511",Tarjeta,
63,6Tod2DP4rQH9YQNGf5E1,domingo,12:57:05.354000,"12:57:24,007","12:58:22,876","13:00:24,450",Tarjeta,No le pasó las primeras veces y cambio de tarjeta 
62,6RXl3EDfBA13zcSIgzM6,domingo,14:25:36.166000,"14:32:20,028","14:32:31,500","14:32:45,539",efectivo,
58,5vWt9ufC6qjBByYof2GU,domingo,14:23:40.545000,"14:29:55,562","14:30:24,533","14:30:51,665",Tarjeta,
56,5ZjGFYGntU4mqTd01Zev,domingo,13:06:21.051000,"13:11:49,402","13:11:56,047","13:12:06,276",efectivo,
54,55nTmI7Px833ZZoWbsYZ,domingo,13:48:05.326000,"13:53:19,850","13:53:37,609","13:53:46,962",efectivo,
53,4aguoFbRsRi1u2J9fl4E,domingo,14:20:44.222000,"14:23:50,495","14:24:06,429","14:24:29,988",efectivo,
50,4McLdGPPPoiigFTVjKr2,domingo,14:01:41.469000,"14:03:09,675","14:03:27,705","14:04:29,463",Tarjeta,
49,4F3jMSm9a1QTCUrFzS8l,domingo,12:53:58.106000,"12:57:31,174","12:57:35,335","12:58:05,973",Tarjeta,
48,465VQEqMHIZgaIE4k7mP,domingo,13:39:57.910000,"13:42:28,906","13:42:36,679","13:42:56,897",efectivo,Todas las 3 en cocina
206,IrNR4E6k6vy7Wgq55REr,domingo,14:48:48.220000,"14:57:11,728","14:57:25,396","14:57:29,188",efectivo,
213,JuDZ7RVQXxMhKeKsG7ri,domingo,12:47:32.243000,"12:47:42,093","12:47:54,789","12:48:14,146",Tarjeta,
421,eubVnCyAX3x4melh4BU3,domingo,13:21:02.860000,"13:25:05,375","13:25:06,930","13:25:30,722",Tarjeta,
342,Y1B3gnc63CzspQ2xLv2v,domingo,13:50:32.939000,"13:56:34,312","13:57:04,234","13:58:59,363",efectivo,"Falla datafono, pasa a efectivo "
367,azQsM3cZ8cESJKrLYFda,domingo,14:15:58.022000,"14:17:46,627","14:18:15,813","14:18:20,417",Tarjeta,
362,ab3d3kWy948DgOeWB3Bj,domingo,14:55:53.737000,"15:04:52,480","15:05:39,631","15:06:01,975",efectivo,
355,ZcsIJyeP7W1QA9TMkEPM,domingo,15:00:35.193000,"15:09:11,791","15:09:16,959","15:09:32,855",efectivo,
354,ZMKXEyVc5gSPd6ldoG0S,domingo,14:25:32.807000,"14:30:12,697","14:30:22,291","14:31:04,577",Tarjeta,"Sale a almuerzo jefe y entra otra, por ahora nadie en caja"
351,ZCtS1ZhTJXO2m1BqwKFt,domingo,14:25:47.900000,"14:31:06,031","14:31:59,112","14:32:18,009",efectivo,Ahora son tres en total trabajando
350,YxUGUr07nrtZmWMbeG4O,domingo,14:08:49.501000,"14:08:54,475","14:08:58,871","14:09:38,260",efectivo,
349,Yw5xdVwMLctSRDEM6eqH,domingo,13:12:23.884000,"13:18:01,409","13:18:11,181","13:18:35,699",efectivo,
346,YZ12uc3KEeyNpVABjDNR,domingo,13:03:54.775000,"13:07:32,360","13:08:10,140","13:10:44,890",bono,
345,YKEPa9emsbnEDx97t46P,domingo,13:49:30.333000,"13:51:09,753","13:51:26,066","13:51:49,023",efectivo,
343,YAq7Y3q1Zd1ac3ZEGRWW,domingo,13:52:27.084000,"13:56:14,503","13:56:35,767","13:56:44,829",efectivo,
338,XUql8cNBcj9UAwIrdjWd,domingo,13:45:10.945000,"13:45:35,540","13:45:37,793","13:45:46,339",Tarjeta,
309,TZMu8qLdloYKQqoxhdHb,domingo,14:38:05.348000,"14:42:23,329","14:43:30,719","14:43:37,943",Tarjeta,
334,X2haYKOjA9JcHCLrcGbm,domingo,12:25:52.862000,"12:25:54,299","12:26:51,127","12:27:12,639",Tarjeta,
331,WZFvwn881nfDLQJMswy3,domingo,13:27:15.055000,"13:30:10,688","13:30:18,423","13:30:48,884",efectivo,
330,WUkLAAQlwcptZ26nwoBN,domingo,12:35:35.156000,"12:37:10,755","12:37:37,908","12:38:08,600",efectivo,
326,W46Gl7j2fn87D4iAmQxC,domingo,13:59:45.422000,"14:05:01,880","14:05:24,952","14:05:58,369",Tarjeta,
325,Vt2K1w16BwJzRcJkVVQb,domingo,13:20:41.487000,"13:21:41,629","13:22:11,641","13:23:44,279",Tarjeta,
320,UfwCK6oZu8x6wHIUCoJV,domingo,13:27:44.594000,"13:28:12,329","13:28:35,382","13:28:47,679",Tarjeta,
318,UJsHgH5i4DtvPwVPiF7K,domingo,13:16:45.865000,"13:19:51,254","13:20:02,015","13:20:56,680",efectivo,
317,UBMQY0B0pMLkIhq4EYFu,domingo,13:20:18.084000,"13:21:01,027","13:21:17,614","13:21:18,599",efectivo,
315,U5c8wQ9JB4MOEh6APXMX,domingo,13:51:18.991000,"13:53:59,212","13:54:14,440","13:54:28,585",Tarjeta,
311,TsojEkwCLIohb5U6NDXS,domingo,14:13:56.848000,"14:19:07,244","14:19:18,072","14:19:31,095",efectivo,
368,azrda9OuP5oPzFugjoSi,domingo,14:47:48.966000,"14:55:42,895","14:56:20,083","14:56:55,882",efectivo,
371,bCaLcS7VUOcjk5x6oKDu,domingo,14:51:46.791000,"14:58:29,229","14:58:46,761","14:59:02,655",efectivo,
374,bUcVKbVddwur9yUHBrgx,domingo,13:57:52.661000,"14:02:13,553","14:02:27,769","14:02:59,711",Tarjeta,"4 en servicio, de cocina y caja"
375,bXU0fAe9x5OUvWzwLRO8,domingo,14:45:07.770000,"14:49:50,808","14:50:28,726","14:51:25,527",efectivo,
419,emSqXekhTifdocr4Ngz2,domingo,14:13:50.411000,"14:14:46,451","14:15:13,629","14:15:23,487",Tarjeta,
416,eZlB6l98HRp6k17yPmou,domingo,14:31:52.161000,"14:39:14,725","14:39:24,313","14:39:39,420",efectivo,
413,eEicUnjSqj3x0j16y2O4,domingo,14:49:36.861000,"14:58:38,318","14:58:43,449","14:58:52,419",Tarjeta,
404,dVLL06RZNYnqUJHSf9lL,domingo,12:48:39.256000,"12:49:53,119","12:53:00,544","12:53:25,246",Tarjeta,
403,dV1jAZYjPi63k1luE30D,domingo,14:43:05.962000,"14:50:34,482","14:51:03,281","14:51:04,787",efectivo,
402,dU1FrkzBeecLV8ziFQQW,domingo,11:41:52.870000,"11:42:01,626","11:42:40,222","11:42:43,599",efectivo,
398,d8MSkn2V32TEwBmI22GQ,domingo,13:54:08.895000,"13:57:19,422","13:57:28,203","13:58:01,811",efectivo,
393,cxhxGSKTm1HxXISEoJW6,domingo,13:06:44.713000,"13:12:10,955","13:12:17,148","13:12:31,416",Tarjeta,
392,cnjb87SNBNndqD3B906Z,domingo,11:31:36.647000,"11:32:10,908","11:32:28,147","11:32:42,714",Tarjeta,
391,cjvEfGsirQP7vhPTG9oQ,domingo,13:28:02.815000,"13:28:55,952","13:29:22,442","13:29:59,202",efectivo,
390,cgSZM3sZXMLhYwvJeJsY,domingo,14:26:24.775000,"14:34:06,081","14:34:12,017","14:34:19,956",Tarjeta,
388,cY84Q17yhRBtAUHlpxzG,domingo,14:05:23.336000,"14:08:25,896","14:08:27,927","14:08:39,365",efectivo,
387,cTN3SsFbjxv1A399sgZ5,domingo,14:11:07,"14:12:13,544","14:12:37,545","14:15:47,441",Tarjeta,Fallo datafono
386,cEPOgAcoOz1nPPcrnyeC,domingo,14:34:37.541000,"14:40:23,841","14:40:54,152","14:41:16,088",Tarjeta,
385,cAN06Lht5jfldendQIjb,domingo,13:03:29.211000,"13:04:05,180","13:04:14,989","13:07:55,326",Tarjeta,Fallo datafono
383,bt9ysYQefJeioHLSpDSS,domingo,14:26:51.255000,"14:34:24,561","14:36:24,646","14:36:55,262",efectivo,
380,biNy2Dqxccj9SabENKB4,domingo,12:38:18.036000,"12:39:35,551","12:39:49,245","12:40:20,581",efectivo,
379,bdKDi2PCBimgudxAZzK6,domingo,12:35:33.984000,"12:35:47,542","12:36:18,778","12:37:08,869",Tarjeta,
378,bbmDfTBCnpiUXmY9MGm2,domingo,13:31:55.234000,"13:31:58,154","13:32:17,962","13:32:42,621",efectivo,
377,bb4QT91VrWwtdFnnGC3N,domingo,14:28:25.329000,"14:37:03,328","14:37:37,684","14:40:00,950",Tarjeta,Falla datafono
376,bZ2fRKN1KnzFCukHYuah,domingo,13:59:37.069000,"14:04:18,187","14:04:45,768","14:05:00,611",Tarjeta,
310,ThGtSsRHucmQC1qZ44TG,domingo,14:53:10.310000,"14:59:05,448","14:59:20,663","14:59:48,522",efectivo,
307,THfGmtp4j4kHGJDWdUcw,domingo,12:00:21.198000,"12:00:22,654","12:00:31,650","12:01:05,421",Tarjeta,
215,K4AtpGn0pZGBAEgGBt0i,domingo,13:11:40.860000,"13:14:31,489","13:14:39,273","13:14:56,604",efectivo,
234,LzmLHui4PMUUN95NoDFI,domingo,14:31:12.216000,"14:40:33,066","14:40:46,298","14:41:03,354",efectivo,
260,P0CoONsp40mxae8CrkWV,domingo,13:44:58.854000,"13:46:16,457","13:46:33,878","13:47:12,665",Tarjeta,
258,OZL91qXB7OgEF0cRadlF,domingo,12:34:25.510000,"12:35:32,347","12:35:48,235","12:36:36,366",efectivo,
253,Nmg6LnA9ONf5kKoErCbV,domingo,14:10:28.243000,"14:11:07,873","14:11:28,910","14:11:40,237",efectivo,
249,NWlZb9dfMhvgGmnwLasb,domingo,14:31:21.973000,"14:38:19,645","14:38:51,620","14:39:05,905",efectivo,
248,NSlYPqtI4YCAimtHWbe6,domingo,13:49:46.207000,"13:53:50,549","13:53:52,794","13:56:12,949",efectivo,"Fallo datafono, cambio a efectivo"
247,NJculFI9IyjR5RJJzCDU,domingo,11:34:41.424000,"11:39:17,500","11:39:50,022","11:40:04,918",Tarjeta,"Cajera estaba alistando todo antes de atender, solo 2 en servicio "
246,NIbVfU1bn63vw7VeTs74,domingo,12:56:59.221000,"12:58:09,551","12:58:24,793","12:58:52,988",Tarjeta,
244,N63ReJfuqfoFrMX4jD5i,domingo,12:58:16.781000,"12:58:54,853","12:59:17,653","12:59:44,306",efectivo,
241,MnbowGpUw9Oh92QOw9tY,domingo,13:24:07.813000,"13:26:38,495","13:26:44,570","13:27:19,538",Tarjeta,
239,MdRC6UpFLAsve7o0yMDn,domingo,13:16:17.954000,"13:19:19,479","13:19:25,193","13:19:49,175",Tarjeta,
232,LrVd24thpYtdG9Iqxaes,domingo,13:46:31.145000,"13:51:36,545","13:52:03,273","13:52:20,045",efectivo,
306,TEsIJG3yuicMObsmQKc0,domingo,13:06:45.082000,"13:13:06,013","13:13:19,928","13:13:35,325",efectivo,
231,Li1FdzRChQEH82n2WXaQ,domingo,13:53:06.635000,"14:00:15,261","14:00:34,668","14:00:45,875",Tarjeta,
229,LYvQW3Xy9YXRomO7eL5y,domingo,14:45:35.367000,"14:51:27,263","14:51:38,717","14:52:01,486",Tarjeta,
228,LTCCYaG5zKOpZZmTyRXc,domingo,13:54:28.076000,"14:01:44,092","14:01:59,051","14:02:11,047",Tarjeta,
226,LH0kHcG5h336Dev35zKn,domingo,14:24:24.855000,"14:31:43,903","14:31:57,655","14:32:11,892",Tarjeta,
225,L91xEj4qqN2rgHCSEyre,domingo,14:27:18.598000,"14:33:36,265","14:34:06,489","14:34:33,526",Tarjeta,
224,L36FhuU5jOaFJ1Cp5a1Q,domingo,12:41:04.279000,"12:41:22,966","12:41:39,084","12:41:49,234",efectivo,
220,KmsaoHK7QWI9tlixcEDu,domingo,14:35:18.360000,"14:41:31,535","14:41:53,276","14:42:04,911",efectivo,
219,Kj8TF1YlqEFObedRAzMK,domingo,13:07:22.607000,"13:16:22,837","13:16:33,454","13:16:35,820",efectivo,
217,KTWZC9ooIKErQ9HAmFQX,domingo,13:43:18.002000,"13:44:47,317","13:45:02,501","13:45:30,584",efectivo,
216,K8h5pWEFwmsoMt52XcH3,domingo,14:21:30.925000,"14:27:09,587","14:27:35,663","14:27:47,044",Tarjeta,
